ID,Item title,Final URL,Image URL,Item description,Price
87383038,3BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/99JXY4TVHPNXY0REDRS06Q9890/en,https://static.shared.propertyfinder.eg/media/images/listing/99JXY4TVHPNXY0REDRS06Q9890/6410e963-ebd9-4047-9f71-450e425315e3/1312x894.jpg?v=884cd80ab783a51530a2b31f8212a628,See the details of this Apartment for Sale in Al Narges 3.,7500000
87380479,2BR Townhouse for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/7JX1GB5MA619F2MPTEZ8FGGKPR/en,https://static.shared.propertyfinder.eg/media/images/listing/7JX1GB5MA619F2MPTEZ8FGGKPR/c7b461ae-2c46-4457-b817-4106f76582d9/1312x894.jpg?v=a3a86d5caf6b3fdb09e8d8b2c66ed377,See the details of this Townhouse for Sale in Direction White.,16800000
87379007,3BR Apartment for Sale in New Capital City,https://www.propertyfinder.eg/to/5XC25AEH62BC33XADSVJ85C2P4/en,https://static.shared.propertyfinder.eg/media/images/listing/5XC25AEH62BC33XADSVJ85C2P4/0231c441-bf67-4fb7-bae4-3139e74d0129/1312x894.jpg?v=6c5e72102e24766016f3787348a7c26c,See the details of this Apartment for Sale in Midtown Sky.,3711551
87378975,3BR Apartment for Sale in New Capital City,https://www.propertyfinder.eg/to/DHQ8Q88KAG8FZE833HD3DDTPCM/en,https://static.shared.propertyfinder.eg/media/images/listing/DHQ8Q88KAG8FZE833HD3DDTPCM/b8385111-54ee-4c60-bdfe-ca7a6e7be218/1312x894.jpg?v=963ecb19f526dfc634cf289e83a1a66d,See the details of this Apartment for Sale in Midtown Condo.,6875506
87378971,2BR Apartment for Sale in 6 October City,https://www.propertyfinder.eg/to/HX0M207FQZPW849Z8DRS54N4Q4/en,https://static.shared.propertyfinder.eg/media/images/listing/HX0M207FQZPW849Z8DRS54N4Q4/ad427757-1437-42a0-babd-28ae8e26e0b3/1312x894.jpg?v=f20d7c28d9a11d86740f116ce5cd7ee8,See the details of this Apartment for Sale in Palm Parks   Palm Hills.,7268000
87378936,2BR Apartment for Sale in Sheikh Zayed City,https://www.propertyfinder.eg/to/JWF57QG4JWC898ZRZMEX60N5D0/en,https://static.shared.propertyfinder.eg/media/images/listing/JWF57QG4JWC898ZRZMEX60N5D0/f6f22eae-c621-46d6-990d-5d9464fc4c45/1312x894.jpg?v=41eef4c8d3fc42ed2a5cee8616eaa622,See the details of this Apartment for Sale in Vye Sodic.,14124000
87378888,3BR Apartment for Sale in New Capital City,https://www.propertyfinder.eg/to/88MMG55MCWGRN05BW6J8Y55E9G/en,https://static.shared.propertyfinder.eg/media/images/listing/88MMG55MCWGRN05BW6J8Y55E9G/13f1d84a-cff4-42f3-baa8-21397dcc3726/1312x894.jpg?v=98ad1749b0c2012fa11d1061d15fdf16,See the details of this Apartment for Sale in New Garden City.,12252000
87378880,3BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/E8RPCP257X145HEFX76R632T2M/en,https://static.shared.propertyfinder.eg/media/images/listing/E8RPCP257X145HEFX76R632T2M/87379b49-c19c-4733-a076-28ea9e1338b0/1312x894.jpg?v=c6c410a961b633e7d1ed999c28049cd0,See the details of this Apartment for Sale in El Patio Oro.,9000000
87378862,3BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/V2YBJ0T4QNE7WT6FDVZPNDWEE8/en,https://static.shared.propertyfinder.eg/media/images/listing/V2YBJ0T4QNE7WT6FDVZPNDWEE8/ecb7bf00-8e42-4908-8ab2-0f3698838b4b/1312x894.jpg?v=16093913593e0cc8730446efd9279bc4,See the details of this Apartment for Sale in The Address East.,6593440
87378854,3BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/MBW6ERHHE569XVFA90H12NG62G/en,https://static.shared.propertyfinder.eg/media/images/listing/MBW6ERHHE569XVFA90H12NG62G/dc12d4c4-2091-4f3f-b242-8ebe099c0042/1312x894.jpg?v=9947f747ff4acfde217df4b3ec801f78,See the details of this Apartment for Sale in Stone Residence.,10250000
87378827,3BR Apartment for Sale in New Capital City,https://www.propertyfinder.eg/to/9J4WFF5S6C7P0GPN56PJYQGMRG/en,https://static.shared.propertyfinder.eg/media/images/listing/9J4WFF5S6C7P0GPN56PJYQGMRG/06e735d8-62cf-4ab2-9eb2-6bf0eb1dbe82/1312x894.jpg?v=5e9f2bda9dc6aab7a0b1c3b0cefc9126,See the details of this Apartment for Sale in Midtown Sky.,3583566
87378811,4BR Townhouse for Sale in Sidi Abdel Rahman,https://www.propertyfinder.eg/to/DZ2J9AKG1PT2X4BPGS97HWKBSW/en,https://static.shared.propertyfinder.eg/media/images/listing/DZ2J9AKG1PT2X4BPGS97HWKBSW/cc9d2ef4-ab2a-4199-8bae-a3c22199dbc8/1312x894.jpg?v=120e68825282bdc93f637ca51c79226f,See the details of this Townhouse for Sale in Zoya.,24000000
87378806,4BR Twin House for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/SPSDCWKEJMTVXDAAD9HHYK9P6G/en,https://static.shared.propertyfinder.eg/media/images/listing/SPSDCWKEJMTVXDAAD9HHYK9P6G/7c9c09e0-3bef-47e3-aac4-ca85de14ac15/1312x894.jpg?v=4818c01e763ef1eff1e621f31248cb88,See the details of this Twin House for Sale in Mountain View.,16500000
87378804,3BR Apartment for Sale in Mostakbal City - Future City,https://www.propertyfinder.eg/to/2ZK4E6CGNQ6TZ15WMXQRQCKM5G/en,https://static.shared.propertyfinder.eg/media/images/listing/2ZK4E6CGNQ6TZ15WMXQRQCKM5G/01bafd95-e929-46e4-857f-8d69f44b11a1/1312x894.jpg?v=3b6108308bbb0e40398905c64d575595,See the details of this Apartment for Sale in Capital Gardens   Palm Hills.,6300000
87378800,2BR Apartment for Sale in Shorouk City,https://www.propertyfinder.eg/to/X523JX6E3JJ2FSXKY0S2FE8EM4/en,https://static.shared.propertyfinder.eg/media/images/listing/X523JX6E3JJ2FSXKY0S2FE8EM4/6d6a6039-89e2-4793-a892-2efd706a369d/1312x894.jpg?v=09456b914e6de3a0d7a70a7a3073377e,See the details of this Apartment for Sale in Aljar.,5028000
87378787,3BR Apartment for Sale in Mostakbal City - Future City,https://www.propertyfinder.eg/to/NV4MEC2YQPZRZ31S4CPWEKW8JC/en,https://static.shared.propertyfinder.eg/media/images/listing/NV4MEC2YQPZRZ31S4CPWEKW8JC/5c5e9fb8-7357-4a17-ac37-d593b8944e1c/1312x894.jpg?v=8c7d8fd7b0a692c0003f507501a57158,See the details of this Apartment for Sale in HAP Town.,7000000
87378781,3BR Apartment for Sale in Shorouk City,https://www.propertyfinder.eg/to/4PJF84P6M1NNKGCMYTJKCB355C/en,https://static.shared.propertyfinder.eg/media/images/listing/4PJF84P6M1NNKGCMYTJKCB355C/536e6b38-9a84-4919-9e46-8527734bb81e/1312x894.jpg?v=2edd925d4d15c9a54e4623a331860788,See the details of this Apartment for Sale in LIVYN.,5180000
87378768,4BR Villa for Sale in Mostakbal City - Future City,https://www.propertyfinder.eg/to/XRH1DHAR85KY3Y1X66D9WRTTVM/en,https://static.shared.propertyfinder.eg/media/images/listing/XRH1DHAR85KY3Y1X66D9WRTTVM/20e153f0-3dc4-4459-baa2-47f84d7c72ae/1312x894.jpg?v=864aea36ec04e41d36553b2703f00ee5,See the details of this Villa for Sale in Elm Tree Park.,9250000
87378762,4BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/6ZZKDY0PRDHEFHFWWKQJT7KJ8R/en,https://static.shared.propertyfinder.eg/media/images/listing/6ZZKDY0PRDHEFHFWWKQJT7KJ8R/c2400e64-7480-494a-9163-c6c67aee6158/1312x894.jpg?v=f4ecea6aa04a02b1f29ec0c1c6421652,See the details of this Apartment for Sale in Bait Alwatan.,6700000
87378758,3BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/BG670ZHB41ZB8VCPC034AVS2WM/en,https://static.shared.propertyfinder.eg/media/images/listing/BG670ZHB41ZB8VCPC034AVS2WM/850fe236-e997-4234-b2c1-25a83b52e1b4/1312x894.jpg?v=2fdda4312747fed346bbef6c2b32f1d9,See the details of this Apartment for Sale in New Lotus.,6624000
87378753,2BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/3ARBDCR26KJMEH2YH1RPHCN8E4/en,https://static.shared.propertyfinder.eg/media/images/listing/3ARBDCR26KJMEH2YH1RPHCN8E4/369283f3-a5ee-4e26-9434-353a7c36b111/1312x894.jpg?v=1008fb9e1d5f585a6422646b5573647b,See the details of this Apartment for Sale in Taj City.,10004763
87378733,3BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/VAMV54ZEFKPPH0N6F72X5HMBQM/en,https://static.shared.propertyfinder.eg/media/images/listing/VAMV54ZEFKPPH0N6F72X5HMBQM/98527854-bd18-4466-9dad-f8d2c7e68150/1312x894.jpg?v=715d43481156a796497503026925d7d9,See the details of this Chalet for Sale in Mountain View.,13500000
87378725,2BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/R0K0B1NQTTEEHW3YYTJ7JFKWZ4/en,https://static.shared.propertyfinder.eg/media/images/listing/R0K0B1NQTTEEHW3YYTJ7JFKWZ4/82c63d7c-6c6f-44b8-9629-6083ab4067a0/1312x894.jpg?v=9fa73e465e7c565f05b83d59b46bb1a0,See the details of this Apartment for Sale in Village Gardens Katameya.,8550000
87378721,3BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/AP69T0GMC2SDQRPXRZ7CTNB0C8/en,https://static.shared.propertyfinder.eg/media/images/listing/AP69T0GMC2SDQRPXRZ7CTNB0C8/2959959c-853c-4a0e-b389-d3631bf89eab/1312x894.jpg?v=bed511d384f614f14d42b1c54535e03b,See the details of this Apartment for Sale in Shalya Taj City.,14000000
87378707,3BR Apartment for Sale in Sheikh Zayed City,https://www.propertyfinder.eg/to/22KRQJRSXX9TZWMTRECP888SG0/en,https://static.shared.propertyfinder.eg/media/images/listing/22KRQJRSXX9TZWMTRECP888SG0/a75b0adc-3e84-44b4-8861-f947b9c3ce8b/1312x894.jpg?v=1e4daf53ac45100f8a1c2a161ed6a080,See the details of this Apartment for Sale in Six West.,2600000
87378666,3BR Apartment for Sale in 6 October City,https://www.propertyfinder.eg/to/DDCG2NVTRVVKYFC0YP7EEHAKH4/en,https://static.shared.propertyfinder.eg/media/images/listing/DDCG2NVTRVVKYFC0YP7EEHAKH4/b35440ea-31d6-45ef-8695-378f872a1fd8/1312x894.jpg?v=790a8d5fabccf31d7e6f48990275c296,See the details of this Apartment for Sale in Grand Heights.,2200000
87378581,4BR Duplex for Sale in Sheikh Zayed City,https://www.propertyfinder.eg/to/ER8TWFZX2EP94EX4H2V6CFT1AM/en,https://static.shared.propertyfinder.eg/media/images/listing/ER8TWFZX2EP94EX4H2V6CFT1AM/a16ffb3f-373b-4e3b-ba6e-4fd5e2438105/1312x894.jpg?v=cf6019a94424b47cade0840a1fca5640,See the details of this Duplex for Sale in Ivoire.,2000000
87378577,4BR Duplex for Sale in New Cairo City,https://www.propertyfinder.eg/to/XAKREM0DH282KDTN8J4G92QP4M/en,https://static.shared.propertyfinder.eg/media/images/listing/XAKREM0DH282KDTN8J4G92QP4M/082952ac-01a5-4716-af63-5e5bbef8a809/1312x894.jpg?v=d03443cfcceb5a218cec38709b6efafd,See the details of this Duplex for Sale in Stone Park.,3000000
87378540,6BR Villa for Sale in 6 October City,https://www.propertyfinder.eg/to/GN33FPJSYKK34X0E6YZAWYA5FC/en,https://static.shared.propertyfinder.eg/media/images/listing/GN33FPJSYKK34X0E6YZAWYA5FC/7d561220-4a07-4002-9ffb-3d2bf8d89ee9/1312x894.jpg?v=21950b9552ec8cc418d37db63ae95725,See the details of this Villa for Sale in Rock Eden.,5000000
87344657,3BR Townhouse for Sale in New Heliopolis,https://www.propertyfinder.eg/to/9CAB2XTR4WK04DC8QEP8N219F0/en,https://static.shared.propertyfinder.eg/media/images/listing/9CAB2XTR4WK04DC8QEP8N219F0/b56d42df-56a6-4666-94f1-3331b69783f2/1312x894.jpg?v=e6b371a514ccbfa94942d25c04b45612,See the details of this Townhouse for Sale in Sodic East.,32000000
87329727,3BR Penthouse for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/JJXCR1AEP7Z54ZNM7WERKCW9SG/en,https://static.shared.propertyfinder.eg/media/images/listing/JJXCR1AEP7Z54ZNM7WERKCW9SG/80a97294-421c-4180-916f-8f9f9206d1c5/1312x894.jpg?v=8e751bab35e1449ae539d69ee5cb629b,See the details of this Penthouse for Sale in Ramla.,35395000
87329617,4BR Twin House for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/M1SV8A5EYZK0JJG35WCA8RA36W/en,https://static.shared.propertyfinder.eg/media/images/listing/M1SV8A5EYZK0JJG35WCA8RA36W/a93fe981-765d-49a7-854a-86849ac660f0/1312x894.jpg?v=bd64b01b08d51cb27db68d37526e0747,See the details of this Twin House for Sale in Ramla.,65706000
87329441,4BR Townhouse for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/60Y0Y600SE7MC9K3YKPHEZ7VT4/en,https://static.shared.propertyfinder.eg/media/images/listing/60Y0Y600SE7MC9K3YKPHEZ7VT4/6d54fe81-2e30-4a50-bf2c-c0a4cb605df8/1312x894.jpg?v=7911fd1cf0a38260a8ae2b9fe69c00e7,See the details of this Townhouse for Sale in Ramla.,39493000
87284475,4BR Villa for Sale in Sheikh Zayed City,https://www.propertyfinder.eg/to/41JM6ZXSX5Q6JWV6DX0C3B0DTC/en,https://static.shared.propertyfinder.eg/media/images/listing/41JM6ZXSX5Q6JWV6DX0C3B0DTC/c1677890-51ed-4111-adc3-1e03fddeb34f/1312x894.jpg?v=24c17a62bd5b9098b3a12277b35149ca,See the details of this Villa for Sale in Patio Al Zahraa.,6950000
87280466,2BR Apartment for Sale in Sheikh Zayed City,https://www.propertyfinder.eg/to/EVGBMFHSB9Y4GPKJYHJXD6QXVR/en,https://static.shared.propertyfinder.eg/media/images/listing/EVGBMFHSB9Y4GPKJYHJXD6QXVR/5490f45c-5396-45ab-ba36-c8f68f7ee997/1312x894.jpg?v=63c59a6753a03c54dc7e4409d0a53a18,See the details of this Apartment for Sale in Six West.,6500000
87276756,3BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/S3677TV13M7EV9K5BZ58K8BTAG/en,https://static.shared.propertyfinder.eg/media/images/listing/S3677TV13M7EV9K5BZ58K8BTAG/0c3926ac-629b-4439-836b-74c52debdbda/1312x894.jpg?v=029d2ac0bfff57c91132541a31109ab5,See the details of this Chalet for Sale in Hacienda West.,4925000
87257914,2BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/YBZF2MSX071R1F8W4YDEG5QQZW/en,https://static.shared.propertyfinder.eg/media/images/listing/YBZF2MSX071R1F8W4YDEG5QQZW/9ff9510c-e2ad-4f2a-965f-8731a7d349c7/1312x894.jpg?v=eeb686d27f4648bd572c28f9d095e51d,See the details of this Chalet for Sale in Hacienda West.,10450000
87245224,2BR Apartment for Sale in 6 October City,https://www.propertyfinder.eg/to/XNHTMS1D7BCT68XV2NR57FS11G/en,https://static.shared.propertyfinder.eg/media/images/listing/XNHTMS1D7BCT68XV2NR57FS11G/8643dcb5-bd3b-472a-86ce-368f46d709a5/1312x894.jpg?v=f0fb8e563c5136f1ff9772ffb541eff3,See the details of this Apartment for Sale in Badya Palm Hills.,5000000
87241814,2BR Apartment for Sale in 6 October City,https://www.propertyfinder.eg/to/BSYEWJE6979V10MEX7G4VNP3ZR/en,https://static.shared.propertyfinder.eg/media/images/listing/BSYEWJE6979V10MEX7G4VNP3ZR/4595b7de-f7db-41ec-9177-1e64b6cc950e/1312x894.jpg?v=630fa8bc27c284888a1db6c1813db0d2,See the details of this Apartment for Sale in Palm Parks   Palm Hills.,7736000
87237569,3BR Apartment for Sale in 6 October City,https://www.propertyfinder.eg/to/SDV3K0AE387A4P0V1DXN1E0E3W/en,https://static.shared.propertyfinder.eg/media/images/listing/SDV3K0AE387A4P0V1DXN1E0E3W/a19982fc-d2ac-4871-a1a5-228d8bd224cb/1312x894.jpg?v=15dd2173c9e5febfdd48436a4de94ae6,See the details of this Apartment for Sale in Palm Parks   Palm Hills.,12447000
87233476,5BR Villa for Sale in New Cairo City,https://www.propertyfinder.eg/to/GQXXK1VFW6WYRVKYXHMG5XA26M/en,https://static.shared.propertyfinder.eg/media/images/listing/GQXXK1VFW6WYRVKYXHMG5XA26M/f161299f-7151-4594-abe8-c9b0ab3511a2/1312x894.jpg?v=ec5c09459aed208981aef077069c2954,See the details of this Villa for Sale in Palm Hills New Cairo.,32000000
87226837,3BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/NGPA0KDJWVZBYV4P0443WTDEV0/en,https://static.shared.propertyfinder.eg/media/images/listing/NGPA0KDJWVZBYV4P0443WTDEV0/99931c33-2768-4fc7-ad9a-8df141cf132d/1312x894.jpg?v=56318c3e62c0ef37e2ec9e34c78c4cfc,See the details of this Chalet for Sale in Mountain View.,5750000
87226014,3BR Penthouse for Sale in 6 October City,https://www.propertyfinder.eg/to/EBG7A6RC60XWNAVWDG17PJ16TC/en,https://static.shared.propertyfinder.eg/media/images/listing/EBG7A6RC60XWNAVWDG17PJ16TC/3ed8d55b-f6e7-4941-b0dd-9a7d89eb4a2b/1312x894.jpg?v=713143b829759b7a9a94be78f778902e,See the details of this Penthouse for Sale in Palm Parks   Palm Hills.,21000000
87224889,2BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/0JJSXM506WRD4A2BPG6DFZTRZM/en,https://static.shared.propertyfinder.eg/media/images/listing/0JJSXM506WRD4A2BPG6DFZTRZM/8ee0af0b-2fc7-40fe-9dc4-4e08e1cdfe0f/1312x894.jpg?v=f0c631575ea86532d0d18b1cd26e3315,See the details of this Apartment for Sale in Palm Hills New Cairo.,2428772
87219307,3BR Apartment for Sale in Sheikh Zayed City,https://www.propertyfinder.eg/to/JE4KT6EVJKRB6PC2GF34B8HFDG/en,https://static.shared.propertyfinder.eg/media/images/listing/JE4KT6EVJKRB6PC2GF34B8HFDG/07336e27-cfad-4d24-aa40-b2145a5232a0/1312x894.jpg?v=35a516b254f8d68385b8280523b6ed63,See the details of this Apartment for Sale in The Estates.,21410384
87217439,1BR Chalet for Sale in Sidi Abdel Rahman,https://www.propertyfinder.eg/to/GCF3MQ218AZ8RZHATSZQ8P7ET8/en,https://static.shared.propertyfinder.eg/media/images/listing/GCF3MQ218AZ8RZHATSZQ8P7ET8/72c1d9fb-06d4-4b98-b54c-80a1806ac2fc/1312x894.jpg?v=d19b30ea32d5b4424622b039a8c89730,See the details of this Chalet for Sale in Zoya.,12888604
87216032,3BR Villa for Sale in New Heliopolis,https://www.propertyfinder.eg/to/K26VJHSCF23ARJWP9JA8KKEW7R/en,https://static.shared.propertyfinder.eg/media/images/listing/K26VJHSCF23ARJWP9JA8KKEW7R/fb3b5bdf-72f2-4c03-8e75-19066e20953e/1312x894.jpg?v=e4da65e02685aa14dfe4c7a83f2a68b2,See the details of this Villa for Sale in Sodic East.,32000000
87212733,6BR Villa for Sale in 6 October City,https://www.propertyfinder.eg/to/AXZ0CDS16HRWFX2H85T43E94NG/en,https://static.shared.propertyfinder.eg/media/images/listing/AXZ0CDS16HRWFX2H85T43E94NG/b5a83b05-2427-4ffc-bad9-b8dd36f581bc/1312x894.jpg?v=7ebd916960680e0ebda999b31aed62c7,See the details of this Villa for Sale in The Crown.,10000000
87212677,3BR Apartment for Sale in 6 October City,https://www.propertyfinder.eg/to/QYXMQACQ71SH9CXS5W9C93DKVW/en,https://static.shared.propertyfinder.eg/media/images/listing/QYXMQACQ71SH9CXS5W9C93DKVW/476c425c-05ec-4c36-af0d-7f5eeef3d598/1312x894.jpg?v=a745e6d90ed7285aaa49af21b57bf3d6,See the details of this Apartment for Sale in O West.,6000000
87212648,3BR Chalet for Sale in Qesm Ad Dabaah,https://www.propertyfinder.eg/to/DW9VCHE6Q9C9E9NNT68EMXN9BM/en,https://static.shared.propertyfinder.eg/media/images/listing/DW9VCHE6Q9C9E9NNT68EMXN9BM/4612814a-e610-4dd5-985b-b374e6d3f470/1312x894.jpg?v=49d60f0e4941b96978dbce83f2330186,See the details of this Chalet for Sale in D-Bay.,7516700
87212437,3BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/TDAZHB5AN1WCSZQ727HZ1BZWXC/en,https://static.shared.propertyfinder.eg/media/images/listing/TDAZHB5AN1WCSZQ727HZ1BZWXC/0a4d4ede-b13b-47c6-99f9-a0c5c84e5490/1312x894.jpg?v=bb839d3dcba9b77c41f67b66d74fba96,See the details of this Chalet for Sale in La vista Ras El Hikma.,18800000
87212261,5BR Villa for Sale in New Cairo City,https://www.propertyfinder.eg/to/2XV41VNDXTRJA21V1FE12EPGS4/en,https://static.shared.propertyfinder.eg/media/images/listing/2XV41VNDXTRJA21V1FE12EPGS4/9b5919f4-49c8-4248-adf8-99a63e9f0a43/1312x894.jpg?v=21e6b0cc2315944aee73210f98824345,See the details of this Villa for Sale in Hyde Park.,20500000
87212241,4BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/ST9395MCVF9TX5QPA8KV4QCZR4/en,https://static.shared.propertyfinder.eg/media/images/listing/ST9395MCVF9TX5QPA8KV4QCZR4/d1143191-e5ea-4202-ba6a-f6b82fdf4af5/1312x894.jpg?v=ac45d72aa5aff0f8b10b9f6f7f4fa294,See the details of this Apartment for Sale in Zed East.,7500000
87211964,2BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/EPWHNF9V6386TBWBAKRVDEATMR/en,https://static.shared.propertyfinder.eg/media/images/listing/EPWHNF9V6386TBWBAKRVDEATMR/e07ac294-3668-417c-8136-dc25952e6689/1312x894.jpg?v=cdd56a21a751d260aa51a5125ab1b042,See the details of this Chalet for Sale in Ramla.,16000000
87211775,3BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/1H6Y0C8302RJQR5H9BA269T604/en,https://static.shared.propertyfinder.eg/media/images/listing/1H6Y0C8302RJQR5H9BA269T604/d00c5859-eae6-4db1-8ba1-4cce8640d827/1312x894.jpg?v=88b57823353c6e98f49c67577e11eb54,See the details of this Chalet for Sale in Modon Abu Dhabi.,25000000
87211769,2BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/QCGNHZBB98XQYXHNH0E70GFDMG/en,https://static.shared.propertyfinder.eg/media/images/listing/QCGNHZBB98XQYXHNH0E70GFDMG/1621f46b-1474-4515-b8c2-172a072b494e/1312x894.jpg?v=74c43a30fcb2251ea290306dacf3be56,See the details of this Chalet for Sale in June.,25000000
87211631,3BR Chalet for Sale in Hurghada,https://www.propertyfinder.eg/to/HNG73810MQ163VNMASB57Y3QV4/en,https://static.shared.propertyfinder.eg/media/images/listing/HNG73810MQ163VNMASB57Y3QV4/39712a58-494a-4e1d-8d4a-e6113768ef3b/1312x894.jpg?v=0b1054157d000509f6cf057f5e2dfd52,See the details of this Chalet for Sale in Mesca.,17000000
87211605,3BR Chalet for Sale in Hurghada,https://www.propertyfinder.eg/to/6XRNK4XQBWECV6YMC7MJR1XK0R/en,https://static.shared.propertyfinder.eg/media/images/listing/6XRNK4XQBWECV6YMC7MJR1XK0R/0d5c9d76-fade-4f0d-9124-bba501af2967/1312x894.jpg?v=6c00ffc05a1940e0131cd39b1a062bd2,See the details of this Chalet for Sale in Mesca.,18000000
87211509,6BR Villa for Sale in New Cairo City,https://www.propertyfinder.eg/to/M1HNKXST5J00DB5X51PXDETXT0/en,https://static.shared.propertyfinder.eg/media/images/listing/M1HNKXST5J00DB5X51PXDETXT0/1107fc4d-0d4c-4939-addd-6f249db08ad7/1312x894.jpg?v=357a2912273bc847d9885f436e0b1b05,See the details of this Villa for Sale in Zed East.,40000000
87211317,3BR Chalet for Sale in Ras Al Hekma,https://www.propertyfinder.eg/to/3N7ACYP9DVT25181WMF7T7WD5R/en,https://static.shared.propertyfinder.eg/media/images/listing/3N7ACYP9DVT25181WMF7T7WD5R/94e27ea8-62f7-4358-adc0-d58b18d03290/1312x894.jpg?v=8d808df0721e99cb9002b85ae0bd14b8,See the details of this Chalet for Sale in LYV.,9100000
87211176,3BR Apartment for Sale in New Capital City,https://www.propertyfinder.eg/to/HCFM8EKKY3PVDRFSB3D3AQRK6R/en,https://static.shared.propertyfinder.eg/media/images/listing/HCFM8EKKY3PVDRFSB3D3AQRK6R/78ea2e89-91fa-482d-b238-69b6b926331a/1312x894.jpg?v=f152a23b8aeb2c94c4ce8c098940c182,See the details of this Apartment for Sale in La Capitale.,8000000
87211157,2BR Chalet for Sale in Sidi Abdel Rahman,https://www.propertyfinder.eg/to/806QG3MK5BXEA3TWCV4H2CYWCW/en,https://static.shared.propertyfinder.eg/media/images/listing/806QG3MK5BXEA3TWCV4H2CYWCW/1deff198-cff7-4c15-b86a-65a35b0bebf8/1312x894.jpg?v=e6bf1790bd5864d7c5e883f95cefff0c,See the details of this Chalet for Sale in Hacienda Bay.,11000000
87211131,4BR Apartment for Sale in New Cairo City,https://www.propertyfinder.eg/to/09RSAMY94HBMSSXD5HXMBN1CBG/en,https://static.shared.propertyfinder.eg/media/images/listing/09RSAMY94HBMSSXD5HXMBN1CBG/703e5c3c-fa19-483d-8f80-8cbc0001a3a9/1312x894.jpg?v=da40facee90106d88fb20c32b6b2f65e,See the details of this Apartment for Sale in Lake View Residence 2.,10500000
87211012,3BR Apartment for Sale in New Capital City,https://www.propertyfinder.eg/to/T3CBH9Y8PZ7GJRVRFNEX17TT18/en,https://static.shared.propertyfinder.eg/media/images/listing/T3CBH9Y8PZ7GJRVRFNEX17TT18/8d288038-cd84-40e3-ba44-3eb13640352f/1312x894.jpg?v=cac83c06d44a1f4b0a1311cccad0acc6,See the details of this Apartment for Sale in La Capitale.,6500000
87210943,1BR Chalet for Sale in Sidi Abdel Rahman,https://www.propertyfinder.eg/to/QDQ2HY5W3NMVVKGZ07RG6MNS1G/en,https://static.shared.propertyfinder.eg/media/images/listing/QDQ2HY5W3NMVVKGZ07RG6MNS1G/675bdd61-a2a7-4c82-a416-8baff2da0d00/1312x894.jpg?v=5b2db811ff80cf15ecbdc4783f836653,See the details of this Chalet for Sale in Lazorde Bay.,4000000
87210941,4BR Chalet for Sale in Qesm Ad Dabaah,https://www.propertyfinder.eg/to/SR8D6Q3K2HG57QSZQQ17K6EA38/en,https://static.shared.propertyfinder.eg/media/images/listing/SR8D6Q3K2HG57QSZQQ17K6EA38/dfd4a58d-14ef-473a-b43d-927a8aaed548/1312x894.jpg?v=bd41e3e3e63b5727d13220c58d06559e,See the details of this Chalet for Sale in Swan Lake North Coast.,24000000
87210715,8BR Villa for Sale in New Cairo City,https://www.propertyfinder.eg/to/093K69A5ZDRH5Q3G060A4H0ZMM/en,https://static.shared.propertyfinder.eg/media/images/listing/093K69A5ZDRH5Q3G060A4H0ZMM/1db555dd-546d-4d15-8228-1bfebaed84bb/1312x894.jpg?v=e2aab0c629bfac8b5bb76a580f0df6fa,See the details of this Villa for Sale in Katameya Creeks.,100000000
87210376,4BR Townhouse for Sale in 6 October City,https://www.propertyfinder.eg/to/ED8XEWFCH6TZWD5XF9FNJB3QFC/en,https://static.shared.propertyfinder.eg/media/images/listing/ED8XEWFCH6TZWD5XF9FNJB3QFC/c47382ee-abbd-406f-bc86-4b052c857c67/1312x894.jpg?v=fcb999562794f6c92d5870b3d0a43726,See the details of this Townhouse for Sale in Mountain View 4.,14000000
